id,Churn,genero,tiene_mas_60,posee_pareja,posee_dependientes,tiempo_contrato,servicio_telefono,multiples_lineas,tipo_internet,seguridad_online,backup_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,tipo_contrato,factura_digital,metodo_pago,valor_mensual,total_cobrado,cuentas_diarias
8292-TYSPY,Si,Masculino,No,No,No,19,Si,No,DSL,No,No,Si,Si,No,No,Mensual,Si,Tarjeta de crédito (automático),55.0,1046.5,1.8333333333333333
8294-UIMBA,No,Femenino,No,No,No,30,Si,No,Fibra óptica,No,No,No,Si,Si,Si,Anual,Si,Transferencia bancaria (automática),94.4,2638.1,3.146666666666667
8295-FHIVV,No,Masculino,No,No,No,7,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque enviado por correo,19.4,168.65,0.6466666666666666
8295-KMENE,No,Femenino,No,Si,Si,59,Si,Si,DSL,Si,No,Si,Si,Si,No,Bienal,Si,Cheque enviado por correo,76.45,4519.5,2.5483333333333333
8305-VHZBZ,Si,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque enviado por correo,20.2,20.2,0.6733333333333333
8309-IEYJD,No,Femenino,Si,No,No,1,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque enviado por correo,70.6,70.6,2.353333333333333
8309-PPCED,No,Femenino,No,Si,No,72,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Bienal,Si,Transferencia bancaria (automática),110.45,7982.5,3.6816666666666666
8311-UEUAB,No,Femenino,No,Si,Si,67,Si,Si,DSL,Si,No,No,No,Si,Si,Bienal,Si,Cheque electrónico,75.5,5229.45,2.5166666666666666
8313-AFGBW,No,Masculino,No,Si,No,47,Si,No,DSL,No,Si,Si,No,Si,Si,Bienal,No,Cheque electrónico,73.6,3522.65,2.453333333333333
8313-KTIHG,No,Masculino,No,No,No,4,Si,No,DSL,No,No,No,Si,Si,No,Mensual,Si,Cheque electrónico,61.3,249.4,2.0433333333333334
8313-NDOIA,No,Femenino,No,No,No,24,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electrónico,104.15,2494.65,3.4716666666666667
8314-DPQHL,No,Masculino,No,No,No,9,No,Sin servicio de teléfono,DSL,Si,No,Si,Si,No,Si,Anual,No,Cheque enviado por correo,50.8,463.6,1.6933333333333331
8314-HTWVE,No,Femenino,No,Si,Si,7,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.85,144.15,0.6616666666666667
8316-BBQAY,No,Femenino,No,No,No,65,No,Sin servicio de teléfono,DSL,Si,No,Si,Si,Si,Si,Bienal,No,Tarjeta de crédito (automático),59.95,3921.1,1.9983333333333335
8317-BVKSO,No,Masculino,No,No,No,14,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque electrónico,20.05,299.3,0.6683333333333333
8318-LCNBW,No,Masculino,No,Si,No,35,No,Sin servicio de teléfono,DSL,Si,No,Si,No,Si,Si,Anual,No,Tarjeta de crédito (automático),53.15,1930.9,1.7716666666666667
8319-QBEHW,No,Masculino,No,No,Si,26,No,Sin servicio de teléfono,DSL,No,Si,No,No,Si,No,Anual,Si,Transferencia bancaria (automática),39.95,1023.75,1.3316666666666668
8325-QRPZR,No,Femenino,No,No,No,7,Si,No,Fibra óptica,No,No,Si,No,No,No,Mensual,Si,Cheque electrónico,75.15,525.0,2.5050000000000003
8327-LZKAS,Si,Femenino,Si,Si,No,43,Si,Si,Fibra óptica,No,No,Si,Si,Si,Si,Anual,Si,Cheque electrónico,107.55,4533.9,3.585
8327-WKMIE,No,Masculino,No,No,No,37,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de crédito (automático),20.15,785.75,0.6716666666666666
8328-SKJNO,No,Masculino,No,No,Si,23,No,Sin servicio de teléfono,DSL,Si,Si,No,Si,No,No,Anual,No,Transferencia bancaria (automática),40.65,947.4,1.355
8329-GWVPJ,No,Femenino,No,Si,Si,50,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),69.75,3557.7,2.325
8329-IBCTI,Si,Femenino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.65,19.65,0.6549999999999999
8329-UTMVM,No,Masculino,Si,No,No,27,Si,Si,Fibra óptica,No,Si,No,Si,Si,Si,Anual,Si,Transferencia bancaria (automática),104.65,2964.0,3.4883333333333337
8331-ZXFOE,No,Femenino,No,No,No,58,Si,Si,DSL,Si,Si,Si,Si,No,No,Anual,Si,Tarjeta de crédito (automático),71.1,4299.2,2.3699999999999997
8332-OSJDW,No,Masculino,No,Si,Si,12,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,26.4,314.95,0.88
8336-TAVKX,No,Femenino,Si,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,No,Si,Bienal,No,Transferencia bancaria (automática),78.45,5682.25,2.615
8337-MSSXB,Si,Femenino,No,No,No,14,Si,No,Fibra óptica,No,Si,No,No,No,Si,Mensual,Si,Cheque electrónico,86.3,1180.95,2.8766666666666665
8337-UPOAQ,Si,Masculino,Si,Si,No,10,Si,Si,Fibra óptica,No,No,Si,No,No,Si,Mensual,Si,Cheque electrónico,89.8,914.3,2.993333333333333
8338-QIUNR,No,Masculino,No,Si,Si,72,Si,Si,DSL,Si,No,Si,Si,No,No,Bienal,Si,Tarjeta de crédito (automático),66.5,4811.6,2.216666666666667
8344-WFMFH,No,Masculino,No,No,Si,9,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,Cheque electrónico,50.1,484.05,1.6700000000000002
8345-MVDYC,No,Femenino,No,No,No,45,Si,No,DSL,Si,No,Si,Si,Si,Si,Bienal,No,Transferencia bancaria (automática),81.65,3618.7,2.7216666666666667
8347-GDTMP,No,Femenino,No,Si,No,64,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),19.45,1225.65,0.6483333333333333
8348-HFYIV,Si,Masculino,No,No,No,2,No,Sin servicio de teléfono,DSL,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,49.25,90.35,1.6416666666666666
8348-JLBUG,No,Masculino,Si,Si,No,64,Si,No,Fibra óptica,Si,No,Si,No,No,No,Anual,No,Tarjeta de crédito (automático),80.3,5017.7,2.6766666666666667
8350-NYMVI,No,Femenino,No,No,No,39,No,Sin servicio de teléfono,DSL,No,Si,Si,Si,No,No,Mensual,No,Transferencia bancaria (automática),41.1,1597.05,1.37
8356-WUAOJ,No,Femenino,No,Si,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,45.0,45.0,1.5
8357-EQXFO,Si,Femenino,No,No,No,7,Si,No,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,95.35,660.9,3.1783333333333332
8361-LBRDI,No,Femenino,No,No,No,58,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),24.35,1423.85,0.8116666666666668
8361-LTMKD,Si,Masculino,Si,Si,No,4,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque enviado por correo,74.4,306.6,2.48
8364-TRMMK,Si,Femenino,No,No,No,3,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Cheque enviado por correo,50.65,151.3,1.6883333333333332
8372-JUXUI,Si,Masculino,No,No,Si,1,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,74.35,74.35,2.478333333333333
8374-UULRV,No,Masculino,No,No,No,72,Si,Si,DSL,Si,Si,No,Si,Si,Si,Bienal,No,Tarjeta de crédito (automático),86.05,6309.65,2.868333333333333
8374-XGEJJ,Si,Masculino,Si,Si,No,43,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,101.0,4388.4,3.3666666666666667
8375-DKEBR,Si,Femenino,Si,No,No,1,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,69.6,69.6,2.32
8375-KVTHK,No,Masculino,No,Si,No,68,Si,No,Fibra óptica,No,Si,No,Si,Si,Si,Anual,Si,Cheque electrónico,100.3,6754.35,3.3433333333333333
8378-LKJAF,No,Masculino,No,Si,Si,38,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Tarjeta de crédito (automático),101.15,3956.7,3.371666666666667
8380-MQINP,No,Femenino,No,Si,Si,55,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,20.3,1079.05,0.6766666666666666
8380-PEFPE,Si,Masculino,No,No,Si,1,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,71.65,71.65,2.3883333333333336
8382-SHQEH,Si,Femenino,No,Si,No,8,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,84.9,764.95,2.83
8383-SGHJU,No,Femenino,No,No,No,33,Si,Si,DSL,Si,No,No,Si,No,No,Anual,No,Cheque electrónico,59.4,1952.8,1.98
8384-FZBJK,No,Femenino,No,Si,Si,57,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,100.6,5611.7,3.353333333333333
8387-MOJJT,Si,Femenino,No,Si,Si,42,Si,No,Fibra óptica,No,No,No,No,Si,No,Mensual,Si,Tarjeta de crédito (automático),77.95,3384.0,2.5983333333333336
8387-UGUSU,No,Femenino,No,Si,Si,15,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.05,284.3,0.6683333333333333
8388-DMKAE,No,Femenino,No,No,No,8,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,20.25,174.65,0.675
8388-FYNPZ,No,Masculino,No,No,No,4,Si,No,DSL,Si,No,Si,No,No,No,Mensual,No,Cheque electrónico,56.75,245.15,1.8916666666666666
8390-FESFV,No,Femenino,No,No,No,62,Si,Si,DSL,No,Si,Si,Si,Si,Si,Bienal,No,Transferencia bancaria (automática),84.5,5193.2,2.816666666666667
8393-DLHGA,Si,Masculino,No,No,Si,25,Si,No,Fibra óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,95.9,2448.75,3.1966666666666668
8393-JMVMB,No,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.45,19.45,0.6483333333333333
8395-ETZKQ,No,Masculino,Si,Si,Si,68,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Transferencia bancaria (automática),19.5,1193.55,0.65
8397-MVTAZ,Si,Masculino,No,Si,No,34,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,100.05,3480.0,3.335
8398-TBIYD,No,Femenino,No,No,No,72,Si,Si,Fibra óptica,Si,No,No,Si,No,No,Bienal,Si,Transferencia bancaria (automática),84.7,6185.15,2.8233333333333333
8399-YNDCH,Si,Masculino,Si,No,No,21,Si,No,DSL,No,No,Si,No,Si,No,Mensual,Si,Transferencia bancaria (automática),60.05,1236.15,2.0016666666666665
8400-WZICQ,No,Femenino,No,Si,Si,55,Si,No,DSL,Si,Si,No,No,No,No,Mensual,No,Cheque electrónico,55.7,3131.8,1.8566666666666667
8401-EMUWF,No,Masculino,No,Si,Si,42,Si,Si,DSL,Si,Si,No,No,Si,No,Mensual,Si,Transferencia bancaria (automática),69.4,3058.3,2.3133333333333335
8402-EIVQS,No,Masculino,No,Si,No,67,Si,No,Fibra óptica,Si,Si,No,No,Si,Si,Anual,Si,Tarjeta de crédito (automático),100.9,6733.15,3.3633333333333337
8402-OOOHJ,No,Femenino,No,No,No,41,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,20.65,835.15,0.6883333333333332
8404-FYDIB,No,Masculino,No,No,No,26,Si,Si,Fibra óptica,Si,Si,No,No,No,No,Mensual,Si,Tarjeta de crédito (automático),86.65,2208.75,2.8883333333333336
8404-GFGCZ,No,Masculino,No,Si,No,4,Si,Si,DSL,No,No,Si,No,Si,No,Mensual,No,Cheque electrónico,65.6,250.1,2.1866666666666665
8404-VIOMB,No,Femenino,No,No,No,66,No,Sin servicio de teléfono,DSL,Si,Si,Si,Si,Si,Si,Bienal,Si,Transferencia bancaria (automática),62.5,4136.4,2.0833333333333335
8404-VLQFB,No,Femenino,No,Si,Si,15,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque electrónico,25.25,394.85,0.8416666666666667
8405-IGQFX,No,Femenino,No,No,No,63,Si,No,Fibra óptica,No,No,Si,Si,Si,No,Anual,Si,Tarjeta de crédito (automático),90.05,5817.0,3.0016666666666665
8406-LNMHF,No,Masculino,Si,Si,No,59,Si,No,Fibra óptica,Si,Si,Si,No,No,No,Anual,Si,Tarjeta de crédito (automático),82.95,4903.15,2.765
8409-WQJUX,No,Femenino,No,No,No,25,No,Sin servicio de teléfono,DSL,No,No,Si,Si,Si,Si,Anual,No,Cheque electrónico,54.2,1423.15,1.8066666666666669
8410-BGQXN,No,Masculino,No,No,No,4,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.4,93.4,0.6466666666666666
8413-VONUO,Si,Masculino,No,No,No,2,Si,No,Fibra óptica,No,Si,No,No,Si,Si,Mensual,No,Cheque electrónico,95.65,167.3,3.1883333333333335
8413-YNHNV,No,Masculino,No,No,No,69,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,No,Cheque enviado por correo,90.65,6322.1,3.021666666666667
8414-MYSHR,Si,Masculino,Si,No,No,5,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,91.4,449.75,3.046666666666667
8414-OOEEL,No,Masculino,No,No,Si,66,Si,No,DSL,No,Si,Si,Si,Si,Si,Bienal,Si,Tarjeta de crédito (automático),79.5,5196.1,2.65
8417-FMLZI,Si,Masculino,No,Si,Si,6,Si,No,Fibra óptica,No,Si,No,No,No,Si,Mensual,Si,Tarjeta de crédito (automático),83.55,477.55,2.7849999999999997
8417-GSODA,No,Masculino,No,Si,Si,28,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Anual,No,Transferencia bancaria (automática),92.2,2568.15,3.0733333333333333
8421-WZOOW,No,Femenino,Si,Si,Si,57,Si,No,Fibra óptica,No,Si,Si,Si,Si,No,Mensual,Si,Tarjeta de crédito (automático),95.3,5567.45,3.1766666666666667
8429-XIBUM,Si,Masculino,No,No,No,22,Si,Si,Fibra óptica,Si,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),101.35,2317.1,3.378333333333333
8430-TWCBX,No,Femenino,No,Si,No,49,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de crédito (automático),20.7,1032.05,0.69
8433-WPJTV,No,Femenino,Si,Si,Si,65,Si,Si,Fibra óptica,No,No,Si,Si,Si,Si,Anual,Si,Transferencia bancaria (automática),103.9,6767.1,3.4633333333333334
8433-WXGNA,Si,Masculino,No,No,No,2,Si,No,Fibra óptica,Si,No,No,No,No,No,Mensual,Si,Cheque electrónico,75.7,189.2,2.5233333333333334
8434-PNQZX,No,Femenino,No,No,No,42,Si,Si,DSL,No,No,Si,Si,Si,Si,Bienal,Si,Tarjeta de crédito (automático),78.45,3373.4,2.615
8434-VGEQQ,No,Masculino,No,Si,Si,61,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),20.55,1305.95,0.685
8436-BJUMM,Si,Masculino,No,Si,Si,26,Si,Si,Fibra óptica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,83.75,2070.6,2.7916666666666665
8439-LTUGF,No,Masculino,No,No,No,10,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Tarjeta de crédito (automático),20.0,198.6,0.6666666666666666
8441-SHIPE,No,Femenino,No,No,No,67,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Si,Transferencia bancaria (automática),25.6,1790.35,0.8533333333333334
8443-WVPSS,Si,Masculino,No,Si,No,10,Si,No,Fibra óptica,No,Si,No,Si,Si,Si,Mensual,Si,Cheque electrónico,99.85,990.9,3.328333333333333
8443-ZRDBZ,Si,Masculino,No,No,No,4,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,76.05,318.9,2.5349999999999997
8444-WRIDW,Si,Femenino,Si,No,No,66,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mensual,Si,Tarjeta de crédito (automático),80.45,5224.35,2.6816666666666666
8445-DNBAE,No,Masculino,No,No,Si,1,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,50.05,50.05,1.6683333333333332
8450-JOVAH,Si,Masculino,No,Si,Si,2,Si,Si,DSL,Si,No,No,No,No,No,Mensual,No,Cheque enviado por correo,56.7,113.55,1.8900000000000001
8450-LUGUK,No,Femenino,No,Si,Si,37,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Si,Transferencia bancaria (automática),24.1,861.85,0.8033333333333333
8450-UYIBU,No,Femenino,Si,No,No,35,No,Sin servicio de teléfono,DSL,No,No,Si,No,Si,No,Mensual,Si,Cheque electrónico,39.85,1434.6,1.3283333333333334
8454-AATJP,No,Femenino,No,No,No,72,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Bienal,No,Tarjeta de crédito (automático),115.05,8405.0,3.835
8455-HIRAQ,No,Femenino,No,No,No,8,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque enviado por correo,44.45,369.3,1.4816666666666667
8456-QDAVC,No,Masculino,No,No,No,19,Si,No,Fibra óptica,No,No,No,No,Si,No,Mensual,Si,Transferencia bancaria (automática),78.7,1495.1,2.6233333333333335
8457-XIGKN,No,Masculino,No,No,No,20,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Tarjeta de crédito (automático),19.6,356.15,0.6533333333333334
8461-EFQYM,No,Femenino,No,No,No,38,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Cheque electrónico,24.25,914.4,0.8083333333333333
8464-EETCQ,No,Masculino,No,No,No,57,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),18.8,1094.35,0.6266666666666667
8465-SBRXP,No,Masculino,No,Si,Si,38,Si,Si,Fibra óptica,No,No,Si,Si,Si,No,Bienal,Si,Transferencia bancaria (automática),94.9,3616.25,3.1633333333333336
8466-PZBLH,No,Masculino,No,Si,Si,67,Si,Si,Fibra óptica,Si,No,No,Si,Si,Si,Bienal,No,Transferencia bancaria (automática),104.6,6885.75,3.4866666666666664
8467-WYNSR,No,Masculino,No,No,No,22,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,Cheque enviado por correo,55.1,1253.15,1.8366666666666667
8468-EHYJA,No,Femenino,No,Si,No,57,Si,Si,Fibra óptica,Si,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,99.65,5497.05,3.3216666666666668
8468-FZTOE,No,Femenino,No,Si,Si,72,Si,No,DSL,Si,Si,Si,Si,No,Si,Bienal,Si,Cheque electrónico,74.35,5237.4,2.478333333333333
8469-SNFFH,No,Masculino,No,Si,No,70,Si,Si,DSL,Si,Si,Si,Si,Si,No,Anual,No,Transferencia bancaria (automática),79.4,5528.9,2.646666666666667
8473-VUVJN,Si,Masculino,Si,No,No,1,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,73.65,73.65,2.455
8474-UMLNT,No,Femenino,No,No,No,13,Si,No,DSL,Si,Si,No,Si,No,Si,Mensual,No,Transferencia bancaria (automática),67.8,842.25,2.26
8480-PPONV,No,Masculino,No,Si,Si,62,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Bienal,No,Transferencia bancaria (automática),115.55,7159.05,3.8516666666666666
8481-YYXWG,Si,Femenino,No,No,No,5,Si,No,Fibra óptica,No,Si,No,Si,No,Si,Mensual,Si,Cheque electrónico,89.35,461.7,2.978333333333333
8485-GJCDN,Si,Femenino,Si,No,No,5,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque enviado por correo,69.05,318.5,2.3016666666666667
8486-AYEQH,No,Femenino,No,No,No,31,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,76.05,2227.8,2.5349999999999997
8490-BXHEO,No,Masculino,Si,No,No,18,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mensual,Si,Tarjeta de crédito (automático),80.55,1411.65,2.685
8495-LJDFO,No,Femenino,Si,No,No,64,Si,Si,Fibra óptica,Si,No,Si,Si,Si,Si,Mensual,Si,Transferencia bancaria (automática),108.95,7111.3,3.631666666666667
8495-PRWFH,No,Femenino,Si,No,No,42,Si,Si,DSL,No,No,Si,No,No,No,Mensual,No,Cheque electrónico,55.65,2421.75,1.855
8496-DMZUK,No,Masculino,No,No,No,30,Si,Si,Fibra óptica,Si,Si,Si,No,No,No,Anual,No,Transferencia bancaria (automática),90.4,2820.65,3.0133333333333336
8496-EJAUI,Si,Masculino,No,No,No,19,Si,No,Fibra óptica,No,Si,No,No,No,No,Mensual,Si,Tarjeta de crédito (automático),73.85,1424.5,2.4616666666666664
8498-XXGWA,No,Femenino,No,Si,No,65,Si,No,DSL,Si,No,Si,No,No,No,Mensual,Si,Cheque enviado por correo,55.15,3673.15,1.8383333333333334
8499-BRXTD,No,Masculino,No,No,No,18,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,20.1,401.85,0.67
8510-AWCXC,Si,Femenino,Si,No,No,13,Si,Si,Fibra óptica,Si,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,100.8,1308.1,3.36
8510-BBWMU,No,Femenino,No,No,No,41,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Cheque enviado por correo,19.75,806.95,0.6583333333333333
8510-TMWYB,No,Femenino,No,Si,Si,54,Si,Si,DSL,No,Si,Si,No,No,No,Bienal,Si,Transferencia bancaria (automática),59.8,3246.45,1.9933333333333332
8512-WIWYV,No,Masculino,No,No,No,32,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de crédito (automático),20.35,707.5,0.6783333333333333
8513-OLYGY,No,Masculino,No,Si,No,72,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Bienal,No,Tarjeta de crédito (automático),115.8,8332.15,3.86
8514-VZHEB,No,Masculino,No,Si,Si,59,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.5,1147.85,0.65
8515-OCTJS,Si,Femenino,No,No,No,25,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),24.75,692.1,0.825
8519-IMDHU,Si,Masculino,Si,Si,No,15,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Transferencia bancaria (automática),85.6,1345.55,2.853333333333333
8519-QJGJD,Si,Femenino,No,No,No,14,Si,No,Fibra óptica,No,No,Si,No,No,No,Mensual,No,Cheque electrónico,75.35,1025.95,2.5116666666666663
8532-UEFWH,No,Masculino,No,Si,Si,52,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,25.75,1345.85,0.8583333333333333
8535-SFUTN,No,Masculino,No,No,No,61,Si,Si,Fibra óptica,Si,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,106.45,6300.15,3.5483333333333333
8540-ZQGEA,No,Femenino,No,Si,No,54,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),20.05,1102.4,0.6683333333333333
8541-QVFKM,No,Femenino,No,No,No,8,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,73.5,632.2,2.45
8543-MSDMF,No,Masculino,No,No,No,3,Si,No,DSL,Si,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,77.4,206.15,2.58
8544-GOQSH,No,Femenino,No,No,No,14,Si,No,Fibra óptica,No,Si,No,Si,No,No,Mensual,Si,Tarjeta de crédito (automático),80.05,1112.3,2.6683333333333334
8544-JNBOX,No,Masculino,No,No,No,72,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Si,Cheque enviado por correo,20.8,1521.2,0.6933333333333334
8547-NSBBO,No,Masculino,No,No,No,35,Si,Si,Fibra óptica,Si,Si,Si,Si,No,No,Mensual,Si,Cheque enviado por correo,96.75,3403.4,3.225
8548-AWOFC,No,Masculino,No,Si,No,66,Si,Si,DSL,No,No,No,Si,No,Si,Mensual,No,Cheque electrónico,63.85,4264.6,2.1283333333333334
8550-XSXUQ,No,Masculino,No,Si,No,48,Si,Si,DSL,No,Si,Si,No,No,Si,Anual,Si,Tarjeta de crédito (automático),70.55,3420.5,2.3516666666666666
